dataset_dir,reference_dir,secret_type,n,q,sigma,num_secret_samples,num_dimensions,num_secret_seeds,min_hamming,max_hamming,clipping_bound_used,secret_mean,secret_std,secret_min,secret_max,secret_abs_mean,secret_sparsity_ratio,secret_entropy,secret_pairwise_corr_mean_abs,secret_pairwise_corr_max_abs,secret_cov_trace,secret_effective_rank,secret_condition_number,secret_symmetry_gap,secret_bucket_balance_score,secret_repeat_pattern_score,secret_neighbor_distance_mean,secret_neighbor_distance_std,secret_centroid_distance_mean,decrypt_success_rate,decrypt_failure_rate,bit_error_rate,message_error_rate,avg_effective_noise,std_effective_noise,max_effective_noise,noise_margin_mean,noise_margin_p95,noise_margin_p99,secret_l2_norm_mean,secret_linf_norm_mean
runs/n30_q127_h3_1m/ab_binomial_h10_s10,,binomial,30,127,3.0,10,30,10,10,10,2,0.06666666666666667,0.7803133273813083,-2.0,2.0,0.4266666666666667,0.6666666666666666,1.5315220976401962,0.22631627053059342,0.8040302522073698,18.4,7.533062209495848,9.702312919401422,0.023333333333333327,0.6595906656284568,0.1,5.399755853596561,0.49258169022981874,4.029577445883806,1.0,0.0,0.0,0.0,6.58203125,4.7162772261629655,29.0,25.16796875,30.75,31.75,4.26061888055481,1.9
