dataset_dir,reference_dir,secret_type,n,q,sigma,num_secret_samples,num_dimensions,num_secret_seeds,min_hamming,max_hamming,clipping_bound_used,secret_mean,secret_std,secret_min,secret_max,secret_abs_mean,secret_sparsity_ratio,secret_entropy,secret_pairwise_corr_mean_abs,secret_pairwise_corr_max_abs,secret_cov_trace,secret_effective_rank,secret_condition_number,secret_symmetry_gap,secret_bucket_balance_score,secret_repeat_pattern_score,secret_neighbor_distance_mean,secret_neighbor_distance_std,secret_centroid_distance_mean,decrypt_success_rate,decrypt_failure_rate,bit_error_rate,message_error_rate,avg_effective_noise,std_effective_noise,max_effective_noise,noise_margin_mean,noise_margin_p95,noise_margin_p99,secret_l2_norm_mean,secret_linf_norm_mean
runs/n30_q127_h3_1m/ab_ternary_h10_s10,,ternary,30,127,3.0,10,30,10,10,10,1,0.006666666666666667,0.5773117778885937,-1.0,1.0,0.3333333333333333,0.6666666666666666,1.2515329813054263,0.2303662680042105,0.8304547985373998,10.466666666666661,8.009736755320537,5.010067576192687,0.006666666666666682,0.5390059167393159,0.1,4.163213116295481,0.260108724008391,3.0647917729309517,0.87890625,0.12109375,0.12109375,0.12109375,16.723828125,11.931211473293857,61.0,15.026171875,30.75,31.75,3.162277660168379,1.0
