dataset_dir,reference_dir,secret_type,n,q,sigma,num_secret_samples,num_dimensions,num_secret_seeds,min_hamming,max_hamming,clipping_bound_used,secret_mean,secret_std,secret_min,secret_max,secret_abs_mean,secret_sparsity_ratio,secret_entropy,secret_pairwise_corr_mean_abs,secret_pairwise_corr_max_abs,secret_cov_trace,secret_effective_rank,secret_condition_number,secret_symmetry_gap,secret_bucket_balance_score,secret_repeat_pattern_score,secret_neighbor_distance_mean,secret_neighbor_distance_std,secret_centroid_distance_mean,pre_projection_secret_mean,pre_projection_secret_std,pre_projection_secret_min,pre_projection_secret_max,pre_projection_secret_abs_mean,pre_projection_secret_sparsity_ratio,pre_projection_secret_entropy,pre_projection_secret_pairwise_corr_mean_abs,pre_projection_secret_pairwise_corr_max_abs,pre_projection_secret_cov_trace,pre_projection_secret_effective_rank,pre_projection_secret_condition_number,pre_projection_secret_symmetry_gap,pre_projection_secret_bucket_balance_score,pre_projection_secret_repeat_pattern_score,pre_projection_secret_neighbor_distance_mean,pre_projection_secret_neighbor_distance_std,pre_projection_secret_centroid_distance_mean,decrypt_success_rate,decrypt_failure_rate,bit_error_rate,message_error_rate,avg_effective_noise,std_effective_noise,max_effective_noise,noise_margin_mean,noise_margin_p95,noise_margin_p99,secret_l2_norm_mean,secret_linf_norm_mean
runs/n30_q127_h3_1m/ab_proposed_ternary_h10_s10,,proposed_ternary_sparse,30,127,3.0,10,30,10,10,10,1,0.02666666666666667,0.5767341001035245,-1.0,1.0,0.3333333333333333,0.6666666666666666,1.2500886469945647,0.22147754617380705,0.8356290217967335,10.044444444444444,7.9152999649827676,6.376678655382692,0.026666666666666672,0.5383838758096136,0.1,4.095741732923814,0.15779625212984347,3.0039124639119,0.03333333333333333,1.038695763392192,-3.0,3.0,0.78,0.3566666666666667,2.0915607704286603,0.2779715794504292,0.7935685118261637,32.15555555555555,7.467036538375006,7.299577976287099,0.012222222222222218,0.8764680415546136,0.1,7.041448101100505,0.7197281705672597,5.302413773548585,0.77265625,0.22734374999999996,0.22734375,0.22734375,20.5734375,14.388311686351312,63.0,11.1765625,29.75,31.75,3.162277660168379,1.0
