epoch,train_loss,train_acc1,train_acc2,valid_xe_loss,valid_acc1,valid_acc2
0,7.311380863189697,2.79947929084301,0.0,6.83823823928833,8.666666597127914,0.0
1,7.268720626831055,2.9296875,0.0,6.830051422119141,8.666666597127914,0.0
2,7.276987552642822,2.734375,0.0,6.821752071380615,8.666666597127914,0.0
3,7.266516208648682,3.19010429084301,0.0,6.813344955444336,8.666666597127914,0.0
4,7.298295974731445,2.669270895421505,0.0,6.804879665374756,8.666666597127914,0.0
5,7.2410359382629395,2.9296875,0.0,6.7963104248046875,8.666666597127914,0.0
6,7.194298267364502,3.515625,0.0,6.787636756896973,8.666666597127914,0.0
7,7.230000972747803,2.79947929084301,0.0,6.778895378112793,8.666666597127914,0.0
8,7.155985355377197,3.84114608168602,0.0,6.770044326782227,8.666666597127914,0.0
9,7.1713547706604,3.38541679084301,0.0,6.761078357696533,8.666666597127914,0.0
10,7.249204158782959,2.278645895421505,0.0,6.75204610824585,8.666666597127914,0.0
11,7.164005756378174,3.19010429084301,0.0,6.742912769317627,8.666666597127914,0.0
12,7.15852165222168,3.125,0.0,6.733673572540283,8.666666597127914,0.0
13,7.140377044677734,3.515625,0.0,6.724380016326904,8.666666597127914,0.0
14,7.066470623016357,4.296875,0.0,6.714979648590088,8.666666597127914,0.0
15,7.173038959503174,2.60416679084301,0.0,6.7054762840271,8.666666597127914,0.0
16,7.147274017333984,3.059895895421505,0.0,6.69590950012207,8.666666597127914,0.0
17,7.137217044830322,2.79947929084301,0.0,6.686245918273926,8.666666597127914,0.0
18,7.149494647979736,2.40885429084301,0.0,6.676482200622559,8.666666597127914,0.0
19,7.06427001953125,3.58072929084301,0.0,6.666642189025879,8.666666597127914,0.0
20,7.209432125091553,2.083333395421505,0.0,6.656710147857666,8.666666597127914,0.0
21,7.104451656341553,2.99479179084301,0.0,6.646688938140869,8.666666597127914,0.0
22,7.058784484863281,3.45052108168602,0.0,6.636590003967285,8.666666597127914,0.0
23,7.077093124389648,2.864583395421505,0.0,6.626393795013428,8.666666597127914,0.0
24,7.081657409667969,2.669270895421505,0.0,6.616085529327393,8.666666597127914,0.0
25,7.034204006195068,3.19010429084301,0.0,6.605696678161621,8.666666597127914,0.0
26,7.07774543762207,2.734375,0.0,6.595216274261475,8.666666597127914,0.0
27,6.987967014312744,3.515625,0.0,6.584643363952637,8.666666597127914,0.0
28,7.032372951507568,2.99479179084301,0.0,6.573990345001221,8.666666597127914,0.0
29,6.980835437774658,3.25520858168602,0.0,6.5632429122924805,8.666666597127914,0.0
30,6.983949661254883,3.19010429084301,0.0,6.552409648895264,8.666666597127914,0.0
31,7.008932113647461,2.5390625,0.0,6.5414886474609375,8.666666597127914,0.0
32,6.953965663909912,3.19010429084301,0.0,6.5304856300354,8.666666597127914,0.0
33,7.011338710784912,2.278645895421505,0.0,6.519399166107178,8.666666597127914,0.0
34,6.957343578338623,2.864583395421505,0.0,6.508227825164795,8.666666597127914,0.0
35,6.91646146774292,3.3203125,0.0,6.496975421905518,8.666666597127914,0.0
36,6.909725666046143,2.9296875,0.0,6.485632419586182,8.666666597127914,0.0
37,6.8528876304626465,3.84114608168602,0.0,6.474205493927002,8.666666597127914,0.0
38,6.903632640838623,2.99479179084301,0.0,6.462691783905029,8.666666597127914,0.0
