run_dir,run_name,secret_seed,init_seed,final_epoch,final_train_loss,final_train_acc1,final_train_acc2,final_valid_xe_loss,final_valid_acc1,final_valid_acc2,best_valid_xe_epoch,best_valid_xe_loss,secret_recovered,success_epoch,success_methods
runs/n30_q127_h3_1m/train_gpu_ternary_secret0_init0_paperlike,train_gpu_ternary_secret0_init0_paperlike,0,0,15,1.5395142940958595,25.860867834394906,31.195262738853504,1.5472089731240575,25.00988924050633,30.696202531645568,15,1.5472089731240575,True,15,"[""Distinguisher Method""]"
runs/n30_q127_h3_1m/train_gpu_ternary_secret0_init1_paperlike,train_gpu_ternary_secret0_init1_paperlike,0,1,11,1.575932353165499,22.014331210191084,27.816480891719745,1.5724483834037297,22.87381329113924,27.14596518987342,11,1.5724483834037297,True,11,"[""Distinguisher Method""]"
runs/n30_q127_h3_1m/train_gpu_ternary_secret0_init2_paperlike,train_gpu_ternary_secret0_init2_paperlike,0,2,12,1.567798642595862,21.94466560509554,27.358678343949045,1.5633092771602581,24.317642405063292,29.88528481012658,12,1.5633092771602581,True,12,"[""Distinguisher Method""]"
runs/n30_q127_h3_1m/train_gpu_ternary_secret0_init3_paperlike,train_gpu_ternary_secret0_init3_paperlike,0,3,13,1.5733335883754074,21.422173566878982,27.423367834394906,1.5740823896625373,21.855221518987342,27.01740506329114,13,1.5740823896625373,True,13,"[""Distinguisher Method""]"
runs/n30_q127_h3_1m/train_gpu_ternary_secret0_init4_paperlike,train_gpu_ternary_secret0_init4_paperlike,0,4,13,1.5596169711677892,23.258359872611464,28.632563694267517,1.5560627044001711,22.804588607594937,29.074367088607595,13,1.5560627044001711,True,13,"[""Distinguisher Method""]"
