dataset_dir,reference_dir,secret_type,n,q,sigma,num_secret_samples,num_dimensions,num_secret_seeds,min_hamming,max_hamming,clipping_bound_used,secret_mean,secret_std,secret_min,secret_max,secret_abs_mean,secret_sparsity_ratio,secret_entropy,secret_pairwise_corr_mean_abs,secret_pairwise_corr_max_abs,secret_cov_trace,secret_effective_rank,secret_condition_number,secret_symmetry_gap,secret_bucket_balance_score,secret_repeat_pattern_score,secret_neighbor_distance_mean,secret_neighbor_distance_std,secret_centroid_distance_mean,pre_projection_secret_mean,pre_projection_secret_std,pre_projection_secret_min,pre_projection_secret_max,pre_projection_secret_abs_mean,pre_projection_secret_sparsity_ratio,pre_projection_secret_entropy,pre_projection_secret_pairwise_corr_mean_abs,pre_projection_secret_pairwise_corr_max_abs,pre_projection_secret_cov_trace,pre_projection_secret_effective_rank,pre_projection_secret_condition_number,pre_projection_secret_symmetry_gap,pre_projection_secret_bucket_balance_score,pre_projection_secret_repeat_pattern_score,pre_projection_secret_neighbor_distance_mean,pre_projection_secret_neighbor_distance_std,pre_projection_secret_centroid_distance_mean,decrypt_success_rate,decrypt_failure_rate,bit_error_rate,message_error_rate,avg_effective_noise,std_effective_noise,max_effective_noise,noise_margin_mean,noise_margin_p95,noise_margin_p99,secret_l2_norm_mean,secret_linf_norm_mean
runs/n30_q127_h3_1m/ab_proposed_random_sparse_h10_s10,,proposed_random_sparse,30,127,3.0,10,30,10,10,10,3,-0.016666666666666666,0.7679337355672181,-3.0,2.0,0.4166666666666667,0.6666666666666666,1.5164410563084598,0.2314799413667072,1.0,18.544444444444444,7.620544761266534,6.598035578377248,0.02888888888888888,0.6452187294738919,0.1,5.481429045521274,0.2322404334213345,4.072008913052534,-0.03666666666666667,1.1293016524481942,-3.0,3.0,0.89,0.29,2.20105814303244,0.2552300570290294,0.8216336251223803,38.722222222222214,7.92888846546573,4.889716457356883,0.007777777777777796,0.9200767946738733,0.1,8.002025069452342,0.5172956484025706,5.860941411426326,0.83046875,0.16953125000000002,0.16953125,0.16953125,18.33515625,13.445178561033913,63.0,13.41484375,30.75,31.75,4.187719462693979,2.1
