dataset_dir,reference_dir,secret_type,n,q,sigma,num_secret_samples,num_dimensions,num_secret_seeds,min_hamming,max_hamming,clipping_bound_used,secret_mean,secret_std,secret_min,secret_max,secret_abs_mean,secret_sparsity_ratio,secret_entropy,secret_pairwise_corr_mean_abs,secret_pairwise_corr_max_abs,secret_cov_trace,secret_effective_rank,secret_condition_number,secret_symmetry_gap,secret_bucket_balance_score,secret_repeat_pattern_score,secret_neighbor_distance_mean,secret_neighbor_distance_std,secret_centroid_distance_mean,decrypt_success_rate,decrypt_failure_rate,bit_error_rate,message_error_rate,avg_effective_noise,std_effective_noise,max_effective_noise,noise_margin_mean,noise_margin_p95,noise_margin_p99,secret_l2_norm_mean,secret_linf_norm_mean
runs/n30_q127_h3_1m/ab_binary_h10_s10,,binary,30,127,3.0,10,30,10,10,10,1,0.3333333333333333,0.4714045207910317,0.0,1.0,0.3333333333333333,0.6666666666666666,0.9182958340544894,0.2581309162082561,1.0,6.533333333333332,7.657783036854553,7.393672586103655,0.3333333333333333,0.39548848915604873,0.1,3.3131896376530667,0.15091197748468743,2.422649716894876,0.791796875,0.20820312500000004,0.208203125,0.208203125,20.10859375,14.913000449187312,63.0,11.64140625,29.75,31.75,3.162277660168379,1.0
