dataset_dir,reference_dir,secret_type,n,q,sigma,num_secret_samples,num_dimensions,num_secret_seeds,min_hamming,max_hamming,clipping_bound_used,public_matrix_rows,trials_per_secret,evaluation_backend,secret_mean,secret_std,secret_min,secret_max,secret_abs_mean,secret_sparsity_ratio,secret_entropy,secret_pairwise_corr_mean_abs,secret_pairwise_corr_max_abs,secret_cov_trace,secret_effective_rank,secret_condition_number,secret_symmetry_gap,secret_bucket_balance_score,secret_repeat_pattern_score,secret_neighbor_distance_mean,secret_neighbor_distance_std,secret_centroid_distance_mean,pre_projection_secret_mean,pre_projection_secret_std,pre_projection_secret_min,pre_projection_secret_max,pre_projection_secret_abs_mean,pre_projection_secret_sparsity_ratio,pre_projection_secret_entropy,pre_projection_secret_pairwise_corr_mean_abs,pre_projection_secret_pairwise_corr_max_abs,pre_projection_secret_cov_trace,pre_projection_secret_effective_rank,pre_projection_secret_condition_number,pre_projection_secret_symmetry_gap,pre_projection_secret_bucket_balance_score,pre_projection_secret_repeat_pattern_score,pre_projection_secret_neighbor_distance_mean,pre_projection_secret_neighbor_distance_std,pre_projection_secret_centroid_distance_mean,decrypt_success_rate,decrypt_failure_rate,bit_error_rate,message_error_rate,avg_effective_noise,std_effective_noise,max_effective_noise,noise_margin_mean,noise_margin_p95,noise_margin_p99,secret_l2_norm_mean,secret_linf_norm_mean,per_secret_decrypt_success_mean,per_secret_decrypt_success_std,per_secret_decrypt_success_min,per_secret_decrypt_success_max,public_error_abs_mean,public_error_abs_max,secret_recovery_l2_error,secret_recovery_relative_l2_error,secret_recovery_cosine_similarity,secret_recovery_coord_acc,secret_recovery_sign_acc,secret_recovery_bucket_acc
runs/n30_q127_h3_1m/ab_proposed_ternary_h10_s30,,proposed_ternary_sparse,30,127,3.0,30,30,30,10,10,1,120,256,lwe_experiment,0.04888888888888889,0.5752766376940257,-1.0,1.0,0.3333333333333333,0.6666666666666666,1.2464381333211598,0.1443903389618687,0.5165755802583228,9.926436781609194,17.25478928511237,6759.406879857998,0.0488888888888889,0.5368116851455691,0.03333333333333333,3.692027397602119,0.18868058199502785,3.096243515219188,0.1111111111111111,1.0640012995443657,-3.0,3.0,0.7888888888888889,0.37444444444444447,2.1330167286317074,0.1449766343645525,0.4963244608753422,33.583908045977005,16.61445994385581,18602.085565652353,0.02037037037037037,0.8892195059937391,0.03333333333333333,6.6789478345573325,0.3978975872364445,5.6735433847567025,0.8203125,0.1796875,0.1796875,0.1796875,18.78203125,13.904937299056407,63.0,12.96796875,29.75,31.75,3.1622776601683786,1.0,0.8203125,0.16103354739127082,0.33984375,0.9609375,2.3722222222222222,13.0,3.5526575459128162,1.1234489591668715,0.0797488013425675,0.6122222222222222,0.6122222222222222,0.6122222222222222
