dataset_dir,reference_dir,secret_type,n,q,sigma,num_secret_samples,num_dimensions,num_secret_seeds,min_hamming,max_hamming,clipping_bound_used,secret_mean,secret_std,secret_min,secret_max,secret_abs_mean,secret_sparsity_ratio,secret_entropy,secret_pairwise_corr_mean_abs,secret_pairwise_corr_max_abs,secret_cov_trace,secret_effective_rank,secret_condition_number,secret_symmetry_gap,secret_bucket_balance_score,secret_repeat_pattern_score,secret_neighbor_distance_mean,secret_neighbor_distance_std,secret_centroid_distance_mean,decrypt_success_rate,decrypt_failure_rate,bit_error_rate,message_error_rate,avg_effective_noise,std_effective_noise,max_effective_noise,noise_margin_mean,noise_margin_p95,noise_margin_p99,secret_l2_norm_mean,secret_linf_norm_mean
runs/n30_q127_h3_1m/ab_gaussian_h10_s10,,gaussian,30,127,3.0,10,30,10,10,10,9,-0.08,1.9079482872097624,-9.0,8.0,0.9,0.6666666666666666,2.083044531923862,0.22302937511263576,0.9190447627997367,108.42222222222223,6.921757924458203,16.99397044146872,0.006666666666666668,0.47388341976907306,0.1,12.041703372923227,2.0487508092809597,9.628509328365832,0.79296875,0.20703125,0.20703125,0.20703125,19.783203125,15.27961619249614,63.0,11.966796875,29.75,31.75,10.213831190910344,6.5
