epoch,train_loss,train_acc1,train_acc2,valid_xe_loss,valid_acc1,valid_acc2
0,7.23460766616141,0.0,0.0,6.548197776456423,0.0,0.0
1,5.30183720892402,0.0,0.0,3.958994071694869,0.0,0.0
2,2.913201140749986,0.004976114649681528,2.667197452229299,2.1909064914606793,1.1471518987341771,7.238924050632911
3,1.9197588255450984,19.790007961783438,25.049761146496817,1.7684176601941073,19.808148734177216,24.940664556962027
4,1.7011587999428912,20.884753184713375,26.069864649681527,1.6617709398269653,19.53125,24.54509493670886
5,1.6316736374691034,21.29279458598726,26.671974522292995,1.6225954746898217,19.31368670886076,24.32753164556962
6,1.6082061605089029,20.854896496815286,26.049960191082803,1.603751098053365,19.99604430379747,25.12856012658228
7,1.5949182760943272,21.083797770700638,26.477906050955415,1.5945216009888468,19.175237341772153,24.34731012658228
8,1.5881649293717306,21.203224522292995,26.418192675159236,1.5883467046520379,19.916930379746834,25.31645569620253
9,1.5807084832221838,21.58140923566879,26.766520700636942,1.580826326261593,20.678401898734176,25.89992088607595
10,1.576373375904788,22.064092356687897,27.46815286624204,1.5794379967677443,20.233386075949365,25.712025316455698
11,1.5675409295756346,22.546775477707005,28.010549363057326,1.5652852314936965,21.499208860759495,26.265822784810126
