epoch,train_loss,train_acc1,train_acc2,valid_xe_loss,valid_acc1,valid_acc2
0,6.2341962285861845,0.0,0.0,5.6725093201745915,0.0,0.0
1,4.68992552635776,0.0,0.0,3.6215814186047903,0.0,0.0
2,2.758117075938328,0.0,2.9309315286624202,2.1343797852721393,0.0,5.9335443037974684
3,1.921656374718733,10.733479299363058,16.421178343949045,1.799927658672574,12.559335443037975,17.563291139240505
4,1.7424538165900358,12.584593949044587,18.207603503184714,1.708099270168739,12.005537974683545,17.375395569620252
5,1.6813903173823266,12.46516719745223,18.053343949044585,1.6696200144441822,12.717563291139241,17.65229430379747
6,1.6563046866921103,12.624402866242038,17.923964968152866,1.6506497995762885,12.549446202531646,17.84018987341772
7,1.6430350147235167,12.524880573248408,17.87420382165605,1.640126208715801,12.480221518987342,17.830300632911392
8,1.63414122040864,12.743829617834395,18.307125796178344,1.6341618314574036,12.895569620253164,18.255537974683545
9,1.630060573292386,12.778662420382165,18.217555732484076,1.6293873409681683,12.509889240506329,17.72151898734177
10,1.6271286428354348,12.111863057324841,17.819466560509554,1.6276178933397125,12.579113924050633,17.681962025316455
11,1.6242594946721556,12.524880573248408,18.451433121019107,1.627780315242236,12.757120253164556,18.17642405063291
12,1.6239672208287914,12.624402866242038,18.03841560509554,1.6240029138854788,12.084651898734178,17.118275316455698
13,1.62260262525765,12.873208598726114,18.30214968152866,1.6247371314447137,12.717563291139241,17.929193037974684
14,1.6222032095975936,12.325835987261147,17.958797770700638,1.6213944592053378,12.351661392405063,17.672072784810126
15,1.621251818480765,12.753781847133759,18.39171974522293,1.6234117384198345,11.906645569620252,17.039161392405063
16,1.6219916867602402,12.569665605095542,18.078224522292995,1.6255023283294485,12.371439873417721,17.869857594936708
17,1.621631397563181,12.504976114649681,18.252388535031848,1.6219845466975924,12.589003164556962,17.464398734177216
18,1.6208760130936932,12.584593949044587,18.06329617834395,1.6213432308993763,12.440664556962025,18.09731012658228
19,1.6206268535298147,12.813495222929935,18.38674363057325,1.619407296180725,12.124208860759493,18.067642405063292
20,1.620777247817653,12.47014331210191,18.083200636942674,1.6196349904507021,12.5,18.057753164556964
21,1.6212719018292274,12.942874203821656,18.287221337579616,1.621803571906271,12.72745253164557,18.41376582278481
22,1.6206855523358485,12.56468949044586,18.20262738853503,1.6190199821810178,12.648338607594937,18.42365506329114
23,1.6207912332692724,12.1765525477707,17.530851910828027,1.6201320494277567,12.717563291139241,18.680775316455698
24,1.620678930525567,12.82842356687898,18.287221337579616,1.619230637067481,12.519778481012658,18.99723101265823
25,1.6203554132182127,12.46516719745223,18.247412420382165,1.6194716707060608,12.16376582278481,17.741297468354432
26,1.6203205114716936,12.544785031847134,18.157842356687897,1.6218831418435784,12.312104430379748,17.899525316455698
27,1.6206155992617273,12.684116242038217,18.118033439490446,1.6200451352928258,12.410996835443038,17.929193037974684
28,1.6202913629021614,12.604498407643312,18.207603503184714,1.6217758610278745,12.490110759493671,17.494066455696203
29,1.620841992888481,12.932921974522293,18.570859872611464,1.6206169369854504,11.511075949367088,17.118275316455698
30,1.6196793955602464,12.684116242038217,18.466361464968152,1.6240250973761836,12.767009493670885,17.929193037974684
31,1.6203897523272568,12.300955414012739,17.77468152866242,1.6230981048149398,12.490110759493671,17.583069620253166
32,1.620163869705929,12.8234474522293,18.187699044585987,1.62527367585822,12.846123417721518,18.314873417721518
33,1.620726293059671,12.649283439490446,18.12300955414013,1.6289788876907736,12.529667721518987,18.235759493670887
34,1.6213674552881034,12.405453821656051,17.889132165605094,1.6207011802287041,12.361550632911392,17.948971518987342
35,1.6196985237158028,12.380573248407643,18.127985668789808,1.6202654898921145,12.539556962025317,18.977452531645568
36,1.6199441047231102,12.878184713375797,18.421576433121018,1.6224769263327876,12.134098101265822,18.779667721518987
37,1.6213799958016462,12.420382165605096,17.749800955414013,1.621387910239304,12.351661392405063,17.72151898734177
38,1.6199622503511466,12.917993630573248,18.371815286624205,1.620937033544613,12.134098101265822,17.65229430379747
39,1.6202503382020694,12.898089171974522,18.41660031847134,1.6237632503992394,12.717563291139241,18.314873417721518
40,1.6195536411491929,12.76373407643312,18.336982484076433,1.6210585138465785,12.094541139240507,18.09731012658228
41,1.6208703062336915,12.674164012738853,18.118033439490446,1.6219495640525334,12.589003164556962,17.484177215189874
42,1.6203569864771168,12.679140127388536,18.118033439490446,1.6239641014533708,12.242879746835444,17.147943037974684
43,1.6200174085653511,13.146894904458598,18.93411624203822,1.6236996937401686,12.331882911392405,17.217167721518987
44,1.6197850043606605,12.85828025477707,18.36186305732484,1.6209430287155924,11.995648734177216,17.157832278481013
45,1.6198362347426687,12.325835987261147,17.87420382165605,1.6181366669980786,12.559335443037975,17.573180379746834
46,1.6203107985721272,12.664211783439491,17.983678343949045,1.6201336519627632,12.440664556962025,18.562104430379748
47,1.619594740260179,12.519904458598726,18.02846337579618,1.6188005193879333,11.758306962025317,18.156645569620252
48,1.62012006902391,12.126791401273886,17.889132165605094,1.6181611652615704,12.885680379746836,18.374208860759495
49,1.6201880562836957,12.340764331210192,17.819466560509554,1.6180735992479929,12.104430379746836,18.09731012658228
50,1.6200778332485515,12.370621019108281,17.61544585987261,1.617269061788728,12.61867088607595,18.275316455696203
51,1.6199300646022627,12.589570063694268,18.118033439490446,1.6188145951379704,11.768196202531646,17.118275316455698
52,1.6193328207465494,12.684116242038217,18.1031050955414,1.6172055896324447,12.638449367088608,18.17642405063291
53,1.619549063360615,12.480095541401274,18.237460191082803,1.6227582979805861,12.480221518987342,17.899525316455698
