epoch,train_loss,train_acc1,train_acc2,valid_xe_loss,valid_acc1,valid_acc2
0,6.793359467937688,0.0,0.0,6.133927146090737,0.0,0.0
1,5.041554191309935,0.0,0.0,3.7847157369686077,0.0,0.0
2,2.826685802192445,0.0,2.886146496815287,2.149585295327102,0.0,6.665348101265823
3,1.9365411237546593,12.768710191082803,18.441480891719745,1.8040276690374446,15.812895569620252,21.370648734177216
4,1.7468542680618868,15.714570063694268,21.03403662420382,1.7010275955441632,14.893196202531646,20.43117088607595
5,1.6788722960052975,15.769307324840764,21.496815286624205,1.659866201726696,15.783227848101266,21.360759493670887
6,1.6508879000973549,15.36126592356688,20.745421974522294,1.6397445820554901,14.893196202531646,20.500395569620252
7,1.638057616865559,15.381170382165605,20.56628184713376,1.6297542188740983,15.219541139240507,20.787183544303797
8,1.6278227833425922,15.20203025477707,20.80015923566879,1.6235233213328109,16.178797468354432,21.716772151898734
9,1.623698204186312,15.804140127388536,21.15346337579618,1.6197651685038699,15.130537974683545,20.816851265822784
10,1.6201737291493994,15.620023885350319,20.90963375796178,1.6165109133418603,16.060126582278482,21.588212025316455
11,1.6177245294971832,15.898686305732484,21.312699044585987,1.6159179059765008,15.239319620253164,20.8564082278481
12,1.6159924640777006,15.077627388535031,20.660828025477706,1.615170038199123,14.230617088607595,19.98615506329114
13,1.6161191471063407,15.575238853503185,20.820063694267517,1.61361497414263,14.487737341772151,19.956487341772153
14,1.6141760615026874,15.450835987261147,21.02906050955414,1.6122325372092332,14.349287974683545,19.956487341772153
15,1.6149572703489072,15.042794585987261,20.556329617834393,1.6113965194436568,16.139240506329113,21.75632911392405
16,1.613072128052924,15.535429936305732,21.03403662420382,1.6116755159595344,15.921677215189874,21.08386075949367
17,1.612763162631138,15.744426751592357,21.113654458598727,1.6120524451702456,16.52492088607595,21.74643987341772
18,1.611295831431249,16.038017515923567,21.725716560509554,1.6090073374253284,15.971123417721518,21.321202531645568
19,1.6088610993828742,16.620222929936304,21.99940286624204,1.6056813710852513,16.702927215189874,21.479430379746834
