epoch,train_loss,train_acc1,train_acc2,valid_xe_loss,valid_acc1,valid_acc2
0,6.322691911345075,0.0,0.0,5.708271871639203,0.0,0.0
1,4.705222167786519,0.0,0.0,3.6485433427593374,0.0,0.0
2,2.8172623230393525,0.0,2.682125796178344,2.2289232604111295,0.0,5.706091772151899
3,1.9969905204833693,6.47890127388535,12.649283439490446,1.8592710147930096,12.470332278481013,17.375395569620252
4,1.7838325826985062,12.679140127388536,18.09315286624204,1.7332974008367033,12.440664556962025,17.325949367088608
5,1.7013063324484856,12.475119426751592,17.690087579617835,1.6775186650360687,12.321993670886076,17.414952531645568
6,1.6606804360249998,12.604498407643312,18.421576433121018,1.65149235574505,12.687895569620252,17.622626582278482
7,1.6434661484068367,12.410429936305732,18.06329617834395,1.639592615863945,12.569224683544304,17.533623417721518
8,1.6345294531743237,12.674164012738853,18.336982484076433,1.6342527896543093,13.17246835443038,18.2060917721519
9,1.631237118107498,12.554737261146498,17.963773885350317,1.6300645357445827,12.302215189873417,17.29628164556962
10,1.6272122563829847,13.146894904458598,18.68531050955414,1.628053683268873,12.895569620253164,17.909414556962027
11,1.6260367419309676,12.30593152866242,17.943869426751593,1.6253832955903644,12.490110759493671,17.276503164556964
12,1.6249000730028578,12.569665605095542,17.779657643312103,1.6245193224918992,12.895569620253164,17.84018987341772
13,1.6226381207727323,12.98765923566879,18.20262738853503,1.623144398761701,12.341772151898734,17.335838607594937
14,1.6226350433507544,12.72890127388535,17.953821656050955,1.6247768341740476,12.816455696202532,17.780854430379748
15,1.6219212204028086,12.962778662420382,18.466361464968152,1.620523054388505,13.221914556962025,18.364319620253166
16,1.6213082409208748,12.893113057324841,18.481289808917197,1.621887686886365,12.697784810126583,18.037974683544302
17,1.6212218232974884,12.92296974522293,18.257364649681527,1.6274242295494563,12.5,18.08742088607595
18,1.6199446233214847,13.042396496815286,18.501194267515924,1.6219720553748216,12.94501582278481,18.136867088607595
19,1.6202255791159952,13.54498407643312,19.068471337579616,1.6232726921009113,12.529667721518987,17.543512658227847
20,1.6189284157601131,13.57981687898089,19.118232484076433,1.619768928877915,13.301028481012658,18.918117088607595
21,1.6178424980989687,13.749004777070065,19.252587579617835,1.6168306990514827,14.685522151898734,19.877373417721518
22,1.616135957894052,14.883558917197453,20.302547770700638,1.6156406478036809,14.804193037974683,20.569620253164558
23,1.6153034237539692,14.80891719745223,20.292595541401273,1.616816620283489,15.239319620253164,20.589398734177216
24,1.6153604862796274,15.465764331210192,20.904657643312103,1.615407477451276,15.466772151898734,20.678401898734176
25,1.6150667113103685,14.769108280254777,20.208001592356688,1.61332693281053,15.318433544303797,20.391613924050635
26,1.614846953161203,15.450835987261147,20.815087579617835,1.6144906931285616,15.308544303797468,20.460838607594937
27,1.6137360379954053,15.406050955414013,20.834992038216562,1.614300220827513,15.921677215189874,21.360759493670887
28,1.6147523784333733,15.062699044585987,20.481687898089174,1.6170602991611143,15.021756329113924,20.727848101265824
29,1.615125823932089,15.371218152866241,20.755374203821656,1.6154013615620286,14.586629746835444,20.500395569620252
30,1.614311700413941,15.605095541401274,21.128582802547772,1.6136934198910677,15.17998417721519,20.88607594936709
31,1.6139966363360168,15.540406050955413,20.810111464968152,1.6158275211913675,14.794303797468354,20.263053797468356
32,1.6139730564348258,15.749402866242038,21.078821656050955,1.6127482909190505,15.130537974683545,20.480617088607595
33,1.6137948271575246,15.221934713375797,20.54140127388535,1.6114389896392822,15.07120253164557,20.391613924050635
34,1.6138422428422672,15.211982484076433,20.421974522292995,1.614288351203822,15.74367088607595,21.044303797468356
35,1.6137974057227942,15.36126592356688,20.80015923566879,1.6156021899814847,15.090981012658228,20.51028481012658
