epoch,train_loss,train_acc1,train_acc2,valid_xe_loss,valid_acc1,valid_acc2
0,2.587121027063576,9.411988163787589,13.57365642994242,1.6225219949891296,15.357990506329115,21.99367088607595
1,1.618046018456467,14.791766634676904,20.342990243122202,1.6160073778297328,14.141613924050633,20.342167721518987
2,1.6106381677162624,16.335272712731925,21.948476487523994,1.6075480527515653,18.18631329113924,23.694620253164558
3,1.5730181937025514,21.87899872040947,27.482205694177864,1.5267319996145707,25.31645569620253,30.033623417721518
4,1.517638432773656,27.44021912987844,33.04592530390275,1.5063466859769217,26.463607594936708,30.15229430379747
5,1.5051859145887525,28.336932181701854,34.48946337172105,1.502600055706652,27.56131329113924,32.5751582278481
6,1.4968135188347396,28.876259596928982,35.438159788867566,1.507913212232952,27.87776898734177,33.840981012658226
7,1.491321359394608,29.308621241202815,36.25639795265515,1.5039172896855995,25.959256329113924,32.00158227848101
8,1.485444881408091,29.864943218170186,37.03464891234805,1.4981926664521423,25.90981012658228,31.437895569620252
9,1.479876076572611,30.11086452335253,37.6984365003199,1.5058741312992723,25.632911392405063,31.180775316455698
10,1.4716528866890524,30.71717050543826,38.70661388355726,1.5084006514730333,29.133702531645568,34.80023734177215
11,1.4633386656784966,31.580394273832372,40.0541826615483,1.5157574822631064,24.960443037974684,30.745648734177216
12,1.4523915634350524,32.083233365323096,41.21731046065259,1.527365942544575,27.33386075949367,31.556566455696203
13,1.436008058674276,32.95195537428023,43.18817978246961,1.5297647820243352,27.620648734177216,32.743275316455694
14,1.4187976309525532,33.61374360204734,44.84664907229686,1.5452613317513768,27.966772151898734,32.99050632911393
15,1.3963770633009254,34.75287907869482,47.09442978246961,1.5560225655760946,26.77017405063291,31.774129746835442
16,1.3712718551614997,35.632097728726805,49.509656909788866,1.5701191878016991,26.216376582278482,31.536787974683545
17,1.3417501708901394,36.555302303262955,52.13781589891235,1.586943810499167,26.157041139240505,30.745648734177216
18,1.3088424847969549,37.78340930902111,54.680002399232244,1.6049391483958764,27.442642405063292,31.57634493670886
19,1.272091688441681,39.24644113883557,57.69803662827895,1.6311981300764447,26.958069620253166,31.882911392405063
20,1.2312570571594337,40.58701215611004,60.66608685220729,1.6757396293591849,24.713212025316455,29.10403481012658
21,1.1891892046327401,41.85110764555342,63.262256078055024,1.7071778728992124,26.157041139240505,30.953322784810126
22,1.145637490241404,43.275651791426746,66.15333093410109,1.7578390866895266,25.44501582278481,30.57753164556962
23,1.0986303285917867,44.57173704414587,68.85146753039028,1.8189874480042276,23.75395569620253,27.848101265822784
24,1.0498130112524149,46.036768234165066,71.42414427383237,1.8622048685822306,24.713212025316455,29.727056962025316
25,1.0023884972317891,47.685740563019834,74.0782949456174,1.9197245911706853,25.2373417721519,29.80617088607595
26,0.9548055258074862,49.038307741522715,76.45003598848369,1.9563213888602922,25.276898734177216,29.93473101265823
27,0.9056327383028568,50.91420745361484,78.93424104286628,2.0376585646520686,25.20767405063291,30.528085443037973
28,0.8590117268507402,52.722128918746,81.0850527831094,2.123673864557773,24.41653481012658,29.054588607594937
29,0.812336286900521,54.23314539347409,83.21337172104927,2.1577467918395996,24.34731012658228,29.638053797468356
30,0.7666620072156134,56.30148352527191,85.25171944977608,2.261970332906216,24.129746835443036,28.520569620253166
31,0.7244250531083716,58.119401791426746,86.97716730646194,2.304158147377304,24.475870253164558,29.618275316455698
32,0.684992162943344,59.81186020473449,88.32773512476008,2.386058692690692,22.952927215189874,28.293117088607595
33,0.6431572800710731,61.827215291106846,89.99170265515035,2.4623484370074693,23.378164556962027,27.78876582278481
34,0.606348323978374,63.69511756238004,91.25129958413308,2.5121437446980535,23.397943037974684,28.530458860759495
35,0.5702416841906001,65.64049504158669,92.45591410748561,2.5531407639950134,23.63528481012658,27.610759493670887
36,0.5377872173822773,67.65235124760076,93.3621241202815,2.610319149645069,23.140822784810126,28.075553797468356
37,0.5049340629989493,69.53075015994882,94.35080774152271,2.670875630801237,22.596914556962027,27.165743670886076
38,0.47488087722680083,71.45313499680103,95.19103886756238,2.7273959479754484,22.606803797468356,27.719541139240505
39,0.4460832600363233,73.43100207933462,95.77385236724248,2.7910645038266724,24.604430379746834,28.817246835443036
